 ----Starting Training----
{'code': 'reg36-LDPC', 'n_des': 100, 'v': 3, 'c': 6, 'num_embed_dims': 16, 'num_msg_dims': 16, 'num_hidden_units': 64, 'num_mlp_layers': 2, 'num_iter': 10, 'reduce_op': 'mean', 'activation': 'tanh', 'clip_llr_to': None, 'use_attributes': False, 'node_attribute_dims': 0, 'msg_attribute_dims': 0, 'return_infobits': False, 'use_bias': True, 'batch_size': [150, 150, 150], 'train_iter': [50000, 200000, 300000], 'learning_rate': [0.0002, 0.0001, 1e-05], 'ebno_db_train': [2.0, 4.0], 'ebno_db_eval': 2.5, 'batch_size_eval': 2000, 'save_weights_iter': 10000, 'run_name': 'LDPC_reg_01', 'save_dir': 'results/', 'eval_dec_iter': 20, 'mc_iters': 1000, 'mc_batch_size': 2000, 'num_target_block_errors': 1000, 'ebno_db_min': 0.0, 'ebno_db_max': 4.0, 'ebno_db_stepsize': 0.25, 'eval_ns': [100, 500, 1000], 'simulate_wbp': True, 'wbp_batch_size': [1000, 1000, 1000], 'wbp_train_iter': [300, 2000, 2000], 'wbp_learning_rate': [0.01, 0.001, 0.001], 'wbp_ebno_train': [2.5, 3.0, 3.5], 'wbp_ebno_val': 5.0, 'wbp_batch_size_val': 2000, 'wbp_clip_value_grad': 10, 'k': 50, 'n': 100}
Iteration 117000, loss = 0.638, ber = 0.01296, duration: 37.18s
Iteration 118000, loss = 0.659, ber = 0.01368, duration: 37.33s
Iteration 119000, loss = 0.679, ber = 0.01357, duration: 37.28s
Iteration 120000, loss = 0.654, ber = 0.01315, duration: 37.17s
Iteration 121000, loss = 0.716, ber = 0.01415, duration: 37.22s
Iteration 122000, loss = 0.655, ber = 0.01252, duration: 37.26s
Iteration 123000, loss = 0.689, ber = 0.01486, duration: 37.33s
Iteration 124000, loss = 0.676, ber = 0.01427, duration: 37.13s
Iteration 125000, loss = 0.619, ber = 0.01188, duration: 37.30s
Iteration 126000, loss = 0.662, ber = 0.01351, duration: 37.23s
Iteration 127000, loss = 0.652, ber = 0.01367, duration: 37.35s
Iteration 128000, loss = 0.642, ber = 0.01192, duration: 37.14s
Iteration 129000, loss = 0.658, ber = 0.01394, duration: 37.30s
Iteration 130000, loss = 0.657, ber = 0.01361, duration: 37.26s
Iteration 131000, loss = 0.667, ber = 0.01375, duration: 37.18s
Iteration 132000, loss = 0.628, ber = 0.01212, duration: 37.35s
Iteration 133000, loss = 0.648, ber = 0.01349, duration: 37.29s
Iteration 134000, loss = 0.642, ber = 0.01337, duration: 37.30s
Iteration 135000, loss = 0.666, ber = 0.01379, duration: 37.24s
Iteration 136000, loss = 0.628, ber = 0.01247, duration: 37.26s
Iteration 137000, loss = 0.697, ber = 0.01344, duration: 37.21s
Iteration 138000, loss = 0.653, ber = 0.01298, duration: 37.17s
Iteration 139000, loss = 0.652, ber = 0.01288, duration: 37.34s
Iteration 140000, loss = 0.670, ber = 0.01392, duration: 37.28s
Iteration 141000, loss = 0.630, ber = 0.01251, duration: 37.21s
Iteration 142000, loss = 0.629, ber = 0.01244, duration: 37.18s
Iteration 143000, loss = 0.615, ber = 0.01223, duration: 37.29s
Iteration 144000, loss = 0.667, ber = 0.01406, duration: 37.27s
Iteration 145000, loss = 0.636, ber = 0.01283, duration: 37.31s
Iteration 146000, loss = 0.634, ber = 0.01284, duration: 37.27s
Iteration 147000, loss = 0.655, ber = 0.01344, duration: 37.19s
Iteration 148000, loss = 0.669, ber = 0.01342, duration: 37.34s
Iteration 149000, loss = 0.674, ber = 0.01409, duration: 37.29s
Iteration 150000, loss = 0.632, ber = 0.01255, duration: 37.35s
Iteration 151000, loss = 0.634, ber = 0.01212, duration: 37.37s
Iteration 152000, loss = 0.657, ber = 0.01378, duration: 37.22s
Iteration 153000, loss = 0.654, ber = 0.01372, duration: 37.26s
Iteration 154000, loss = 0.631, ber = 0.01260, duration: 37.21s
Iteration 155000, loss = 0.713, ber = 0.01378, duration: 37.20s
Iteration 156000, loss = 0.660, ber = 0.01305, duration: 37.31s
Iteration 157000, loss = 0.646, ber = 0.01256, duration: 37.28s
Iteration 158000, loss = 0.832, ber = 0.01663, duration: 37.43s
Iteration 159000, loss = 0.654, ber = 0.01346, duration: 37.30s
Iteration 160000, loss = 0.680, ber = 0.01478, duration: 37.27s
Iteration 161000, loss = 0.668, ber = 0.01408, duration: 37.32s
Iteration 162000, loss = 0.628, ber = 0.01283, duration: 37.22s
Iteration 163000, loss = 0.687, ber = 0.01490, duration: 37.19s
Iteration 164000, loss = 0.691, ber = 0.01469, duration: 37.36s
Iteration 165000, loss = 0.633, ber = 0.01230, duration: 37.35s
Iteration 166000, loss = 0.626, ber = 0.01281, duration: 37.24s
Iteration 167000, loss = 0.643, ber = 0.01333, duration: 37.33s
Iteration 168000, loss = 0.673, ber = 0.01435, duration: 37.26s
Iteration 169000, loss = 0.628, ber = 0.01252, duration: 37.20s
Iteration 170000, loss = 0.669, ber = 0.01341, duration: 37.31s
